
--- Page 1 ---
[Error: 503 IOCP/Socket: Connection timed out (A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond.
 -- 10060)]

--- Page 2 ---
Based on the provided image of the Kannada government document, here is the OCR extraction, correction, and English translation.

### **Corrected Kannada Text (OCR)**

ಎಲ್ಲಾ ರೈತರಿಗೆ QR Code ಕಡ್ಡಾಯವಾಗಿದ್ದು, ಬೀಜಗಳನ್ನು ರೈತ ಸಂಪರ್ಕ ಕೇಂದ್ರಗಳಲ್ಲಿ ದಾಸ್ತಾನು ಮಾಡುವ ಮುನ್ನ, ಬೀಜಗಳ ಪ್ಯಾಕೆಟ್‌ಗಳ ಮೇಲೆ QR Code ನಮೂದಿಸಿರುವುದನ್ನು ಖಚಿತಪಡಿಸಿಕೊಳ್ಳುವುದು. ಬೀಜ ಮಾರಾಟ ಮಾಡುವಾಗ, Seed MIS ನಲ್ಲಿ QR Code ಮುಖಾಂತರ ದಾಖಲಾದ ನಂತರವೇ ಬೀಜ ವಿತರಣೆ ಕೈಗೊಳ್ಳುವುದು. ಯಾವುದೇ ಕಾರಣಕ್ಕೂ, QR Code ರಹಿತವಾದ ಬೀಜಗಳನ್ನು ವಿತರಿಸುವಂತಿಲ್ಲ.

**ವಿಶೇಷ ಸೂಚನೆಗಳು:**

1.  ಪ್ರತಿಬಾರಿ ಬೀಜಗಳನ್ನು ವಿತರಿಸುವಾಗ, ಪ್ರತಿಬಾರಿಗೆ ಬಿಲ್‌ಗಳಲ್ಲಿ ಒಂದೇ ಆವೃತ್ತಿಯನ್ನು ಬಳಸಿ ಬೀಜಗಳನ್ನು ವಿತರಿಸುವಂತಿಲ್ಲ. ಈ ವ್ಯವಸ್ಥೆಯು ಪ್ರತಿ ವಿತರಣೆ ನಂತರ ಉಳಿತಾಯ ಬೀಜಗಳ ವಿವರ ಲಭ್ಯವಾಗುವುದಿಲ್ಲ.
2.  ಈ ಮಾಹಿತಿಯನ್ನು ರೈತ ಸಂಪರ್ಕ ಕೇಂದ್ರಗಳಲ್ಲಿ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು, ಈ ಬಗ್ಗೆ ಲಭ್ಯವಿರುವಂತೆ ಪ್ರತಿ ರೈತರಿಗೂ ಸಹ ಸ್ಪಷ್ಟಪಡಿಸುವುದು.
3.  ಬೀಜಗಳಿಗೆ ಬಿಡುಗಡೆಯಾದ ಸಬ್ಸಿಡಿ ಹಣವನ್ನು ರೈತರ ಖಾತೆಗೆ ನೇರವಾಗಿ ವರ್ಗಾಯಿಸಲಾಗುವುದು. ಉಳಿದ ಪಾಲಿನ ಹಣವನ್ನು ಶೇ 50% ರಂತೆ, ರೈತರಿಗೆ ನೀಡುವುದು.
4.  ಸದರಿ ಸುತ್ತೋಲೆಯು ಮುಂದಿನ ಆದೇಶದವರೆಗೆ/ಸೂಚನೆ ಹೊರಡಿಸುವವರೆಗೂ ಜಾರಿಯಲ್ಲಿರುತ್ತದೆ.
5.  ರೈತ ಸಂಪರ್ಕ ಕೇಂದ್ರಗಳಲ್ಲಿ ಬೀಜ ದಾಸ್ತಾನು ಮಾಡುವಾಗ ಪ್ರತಿ ತಳಿವಾರಾಗಿ ಪ್ರತ್ಯೇಕವಾಗಿ ದಾಸ್ತಾನು ಮಾಡುವುದು. ಉದಾಹರಣೆಗೆ, ಶೇಂಗಾ/ಕಡಲೆಕಾಯಿ ದಾಸ್ತಾನು ಮಾಡುವಾಗ ಆರ್.ಎಫ್.ಎಲ್. ತಳಿಯನ್ನು ಒಂದು ಕಡೆ, ಕೆ.ಸಿ.ಜಿ. ತಳಿಯನ್ನು ಒಂದು ಕಡೆ, ಹೀಗೆ ಪ್ರತ್ಯೇಕವಾಗಿ ದಾಸ್ತಾನು ಮಾಡುವುದು.
6.  ಸರ್ಕಾರ ಮಾರ್ಗಸೂಚಿಯನ್ವಯ ಬಿತ್ತನೆ ಬೀಜಗಳಿಗೆ ದರವನ್ನು ನಿಗದಿಪಡಿಸಿದ್ದು, ಒಂದು ಕುಟುಂಬಕ್ಕೆ ಗರಿಷ್ಠ 5 ಎಕರೆ (2 ಹೆಕ್ಟೇರ್) ವರೆಗೆ, ಯಾವುದಾದರೂ ಒಂದು ಬೆಳೆಗೆ ಮಾತ್ರ, ಪ್ರತಿ ರೈತನಿಗೆ ಗರಿಷ್ಠ 3 ಎಕರೆಗೆ ಸೀಮಿತಗೊಳಿಸಿ, ಬಿತ್ತನೆ ಬೀಜವನ್ನು ವಿತರಿಸುವುದು.

### **English Translation**

The QR Code is mandatory for all farmers. Before stocking seeds at Raitha Samparka Kendras (Farmer Contact Centers), it must be ensured that the QR Code is present on the seed packets. When selling seeds, the distribution must only be done after making an entry through the QR Code in the Seed MIS. Under no circumstances should seeds without a QR Code be distributed.

**Special Instructions:**

1.  Each time seeds are distributed, they must not be distributed using the same bill version for every transaction. With this system, the details of the remaining seeds will not be available after each distribution.
2.  This information should be verified at the Raitha Samparka Kendras, and it must also be clarified to every farmer as it is made available.
3.  The subsidy amount released for seeds will be directly transferred to the farmer's account. The remaining share of the money, at a rate of 50%, is to be given to the farmer.
4.  This circular will remain in effect until further orders/notifications are issued.
5.  When stocking seeds at Raitha Samparka Kendras, they must be stocked separately for each variety. For example, when stocking groundnuts/peanuts, the R.F.L. variety should be stocked in one place and the K.C.G. variety in another, thus stocking them separately.
6.  As per government guidelines, the price for sowing seeds has been fixed. Seeds should be distributed by limiting it to a maximum of 5 acres (2 hectares) per family, for any one crop only, and with a maximum limit of 3 acres per farmer.

--- Page 3 ---
Of course. Here is the OCR extraction, correction, and English translation of the provided Kannada document page.

### Corrected Kannada Text

7. ಪ್ರಸ್ತುತ ಜಾರಿಯಲ್ಲಿರುವ ಬೀಜ ವಿತರಣೆಯ ಮೇಲೆ Seed MIS ನಲ್ಲಿ ಇರುವಂತೆಯೇ ಆಯ್ಕೆ(select) ಮಾಡಿ ವಿತರಿಸುವ ಅಂಶವನ್ನು ತೆಗೆದುಹಾಕಲಾಗಿದೆ. ಆಯಾ ರೈತ ಸಂಪರ್ಕ ಕೇಂದ್ರಗಳಿಗೆ ನಿಗದಿಯಾಗಿರುವ ಇಂಡೆಂಟ್‌ ಪ್ರಮಾಣಕ್ಕೆ ಮಾತ್ರವೇ ವಿತರಿಸುವುದರಿಂದ ನೇರವಾಗಿ ಬೀಜದ ಬಿಲ್‌ಗಳನ್ನೇ ಸಲ್ಲಿಸಲು ಸಾಧ್ಯವಾಗದ ಕಾರಣ ವಿತರಣೆ ಮಾಡಲಾಗುತ್ತಿದೆ.

8. ಪ್ರಸ್ತುತ ಜಾರಿಯಲ್ಲಿರುವ ಬೀಜ ವಿತರಣಾ ತಂತ್ರಾಂಶವನ್ನು Seed MIS ನಲ್ಲಿ ದಾಖಲಿಸಿ ಬಳಿಕವಷ್ಟೆ ನಿಗದಿಯಾಗಿರುವ ಪ್ರಮಾಣವನ್ನು freeze ಮಾಡಲಾಗಿರುತ್ತದೆ. ಜಿಲ್ಲೆಯ ಬೀಜ ವಿತರಣಾ ತಂತ್ರಾಂಶದ ಪ್ರಮಾಣವನ್ನು ತೋರಿಸುತ್ತಿರುವುದು ಖಚಿತವಾಗಿಲ್ಲದಿರುವುದರಿಂದ, ಸೂಕ್ತ ಕಾರಣ/ವಿವರಣೆಗಳೊಂದಿಗೆ ಕೇಂದ್ರ ಕಛೇರಿಗೆ ಪ್ರಸ್ತಾವನೆ ಸಲ್ಲಿಸಿ, ಅನುಮತಿ ಪಡೆದು Seed MIS ನಲ್ಲಿ ಪರಿಷ್ಕೃತ ತಂತ್ರಾಂಶವನ್ನು ದಾಖಲಿಸಿದ ನಂತರವೇ ಬೀಜ ವಿತರಣೆಯನ್ನು ಮುಂದುವರಿಸುವುದು. ಒಂದು ವೇಳೆ ಅನುಮತಿ ಪಡೆಯದೆ offline ನಲ್ಲಿ ತಂತ್ರಾಂಶದ ಮೇಲೆ ಬೀಜ ವಿತರಿಸಿದಲ್ಲಿ, ಅಂತಹ ಪ್ರಮಾಣವನ್ನು ಪರಿಗಣಿಸಲಾಗುವುದಿಲ್ಲ.

(ಸಹಿ)
ಕೃಷಿ ನಿರ್ದೇಶಕರು

---

### English Translation

7. In the current seed distribution process, the feature to 'select' and distribute as was present in Seed MIS has been removed. As distribution is limited to the indented quantity fixed for the respective Raitha Samparka Kendras and direct submission of seed bills is not possible, this distribution is being carried out.

8. The prescribed quantity is frozen only after the details from the current seed distribution software are recorded in Seed MIS. As it is not confirmed that the district seed distribution software is showing the correct quantity, a proposal must be submitted to the head office with appropriate reasons/explanations to obtain permission, and seed distribution should be continued only after the revised software details are recorded in Seed MIS. In case seeds are distributed offline through the software without obtaining permission, such quantities will not be considered.

(Signature)
Director of Agriculture

--- Page 4 ---
Of course. Here is the OCR extraction, correction, and English translation of the provided Kannada government document.

### **1. Corrected Kannada Text**

The following Kannada text was extracted and corrected from the document:

**ಶೀರ್ಷಿಕೆ (Title):**
ಅನುಬಂಧ

**ಬೆಳೆಗಳು (Crops):**
*   ಊದಲು (Oodalu)
*   ಅವರೆ (Avare)

---

### **2. English Translation**

The primary Kannada word "ಅನುಬಂಧ" translates to "Annexure". The other Kannada words are names of crops, whose English equivalents are already provided in the document.

Here is the full content of the document transcribed and translated into English for complete context.

**Annexure-4**

**Accepted Quantity and Rates of different Crops/Varieties offered in the RFP during Kharif 2025**
(Quantity in quintals, Rate in Rs. per quintal)

| Sl. No. | Supplier Name | Crops | Variety/ Hybrid | Kharif 2025 Certified | Kharif 2025 Truthfully Labelled |
| :--- | :--- | :--- | :--- | :--- | :--- |
| | | | | **Accepted Qty** | **Accepted Rate** | **Accepted Qty** | **Accepted Rate** |
| 1 | Ganga Kaveri Seeds Pvt Ltd | Bajra | GK-1044 | | | 750 | 28350 |
| | Ganga Kaveri Seeds Pvt Ltd | Bajra | GK-1200 | | | 250 | 25700 |
| | Karnataka State Seeds corporation | Bajra | Dhanashakthi | 440 | 4600 | | |
| | Kaveri Seed Company Ltd | Bajra | Boss 65 | | | 400 | 26450 |
| | Kaveri Seed Company Ltd | Bajra | Kaveri Super Boss | | | 1000 | 35500 |
| | Kaveri Seed Company Ltd | Bajra | KBH-6266 | | | 300 | 34500 |
| | Nu genes Pvt Ltd | Bajra | Hanuman | | | 500 | 26200 |
| | Nu genes Pvt Ltd | Bajra | Vikas(NBJ-09) | | | 500 | 27400 |
| | Nuziveedu Seeds Limited | Bajra | NBH-4903 (Balwan) | | | 180 | 24100 |
| | Proline Seeds Company India Pvt Ltd | Bajra | HP-50 | | | 200 | 16700 |
| | Sri Sai Agro Service | Bajra | JKBH-676(MH-1299) | | | 250 | 24100 |
| | Star Agrotech pvt ltd | Bajra | Chandra | | | 300 | 24800 |
| | Varada Agro Agency | Bajra | MP-7872 | | | 360 | 31350 |
| | Varada Agro Agency | Bajra | MP-7878 | | | 270 | 32000 |
| | | **Crop Total** | | **440** | | **5260** | |
| 2 | Karnataka State Seeds corporation | Barnyard Millet (Oodalu) | DHBM-93-3 | 80 | 6950 | | |
| | National Seeds Corporation Ltd | Barnyard Millet (Oodalu) | DHBM-93-3 | 100 | 6950 | | |
| | | **Crop Total** | | **180** | | **0** | |
| 3 | National Seeds Corporation Ltd | Castor | ICH-5 | | | 10 | 53000 |
| | | **Crop Total** | | | | **10** | |
| 4 | Karnataka State Seeds corporation | Field Bean (Avare) | HA-5 | 0 | | 100 | 12900 |
| | Karnataka State Seeds corporation | Field Bean (Avare) | HA-4 | | | 50 | 12900 |
| | Karnataka State Seeds corporation | Field Bean (Avare) | HA-3 | | | 50 | 12900 |
| | | **Crop Total** | | **0** | | **200** | |
| 5 | National Seeds Corporation Ltd | Groundnut | DH-256 | 3355 | 11400 | | |
| | National Seeds Corporation Ltd | Groundnut | G2-52 Pod | 210 | 11400 | | |
| | National Seeds Corporation Ltd | Groundnut | Girinar-4 | 100 | 11400 | | |
| | National Seeds Corporation Ltd | Groundnut | Girinar-5 | 100 | 11400 | | |
| | Regional Oilseeds growers Coop Society, Hubli | Groundnut | GPDD-4 Pod | 1300 | 10000 | 1500 | 9200 |
| | Karnataka Oil Seeds Growers Fedaration | Groundnut | K-6 Pod | 1800 | 10000 | 500 | 9200 |
| | Karnataka State Seeds corporation | Groundnut | K-6 Pod | 200 | 10000 | 2500 | 9200 |
| | National Seeds Corporation Ltd | Groundnut | K-6 Pod | 260 | 10000 | | |
| | Regional Oilseeds growers Coop Society, Chitradurga | Groundnut | K-6 Pod | 10000 | 10000 | 10000 | 9200 |
| | Sri Amareshwara Seeds | Groundnut | K-6 Pod | | | 1800 | 9200 |
| | HIL India LTd | Groundnut | Kadiri Lepakshi (P) | 5000 | 11400 | | |
| | National Seeds Corporation Ltd | Groundnut | Kadiri Lepakshi (P) | 9000 | 11400 | | |
| | National Seeds Corporation Ltd | Groundnut | TCGS-1694 (Vasishta) | 1600 | 11400 | | |

--- Page 5 ---
Of course. As an OCR and translation expert, I have processed the provided image of the government document.

Please note that the source document is written in English, not in the Kannada script. Therefore, the task of "translation to English" involves providing the corrected English text itself.

Here is the extracted and corrected information from the document, presented in both requested sections.

***

### **1. Corrected Text (from original English document)**

| Sl. No. | Supplier Name | Crops | Variety/ Hybrid | Kharif 2025 Certified - Accepted Qty | Kharif 2025 Certified - Accepted Rate | Kharif 2025 Truthfully Labelled - Accepted Qty | Kharif 2025 Truthfully Labelled - Accepted Rate |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | HIL India LTd | Groundnut | TMV-2 (TL) pod | | | 5000 | 8500 |
| | Karnataka Oil Seeds Growers Federation | Groundnut | TMV-2 (TL) pod | | | 800 | 8500 |
| | Karnataka State Seeds corporation | Groundnut | TMV-2 (TL) pod | | | 6000 | 8500 |
| | Regional Oilseeds growers Coop Society, Chitradurga | Groundnut | TMV-2 (TL) pod | | | 2500 | 8500 |
| | Regional Oilseeds growers Coop Society, Hubli | Groundnut | TMV-2 (TL) pod | | | 500 | 8500 |
| | Sangam Agrotech Enterprises | Groundnut | TMV-2 (TL) pod | | | 5100 | 8500 |
| | Shiva Hybrid Seeds | Groundnut | TMV-2 (TL) pod | | | 9100 | 8500 |
| | Sri Amareshwara Seeds | Groundnut | TMV-2 (TL) pod | | | 10800 | 8500 |
| | Sri Revanasiddeshwara Seeds | Groundnut | TMV-2 (TL) pod | | | 4152 | 8500 |
| | Sri Revanasiddeshwara Krishi Kendra | Groundnut | TMV-2 (TL) pod | | | 10000 | 8500 |
| | Sri Sai Agro Seeds | Groundnut | TMV-2 (TL) pod | | | 6500 | 8500 |
| | Sri Srinidhi Enterprises | Groundnut | TMV-2 (TL) pod | | | 1500 | 8500 |
| | | **Crop Total** | | **32925** | | **78252** | |
| 6 | Advanta Enterprises Ltd | Hy. Paddy | PAC-837 | | | 500 | 30000 |
| | Varada Agencies | Hy. Paddy | MRP-5408 (MEPH-114) | | | 100 | 26200 |
| | | **Crop Total** | | **0** | | **600** | |
| 7 | Shanti Trading Company | Jowar | CSH-14 | | | 500 | 13750 |
| | Varada Seeds Farm | Jowar | CSH-14 | 100 | 14300 | 100 | 13750 |
| | Shanti Trading Company | Jowar | CSH-16 | 30 | 14300 | | |
| | Varada Seeds Farm | Jowar | CSH-16 | 50 | 14300 | 100 | 13750 |
| | Sri Sai Agro Service | Jowar | JKSH-22 | | | 250 | 19800 |
| | Nu genes Pvt Ltd | Jowar | NSH-18 | | | 250 | 19800 |
| | Advanta Enterprises Ltd | Jowar | PAC-501 | | | 100 | 21000 |
| | | **Crop Total** | | **180** | | **1300** | |
| 8 | National Seeds Corporation Ltd | Little Millet | DHLM-36-3 | 40 | 6950 | | |
| | | **Crop Total** | | **40** | | **0** | |
| 9 | Advanta Enterprises Ltd | Maize | PAC740 | | | 800 | 19800 |
| | Advanta Enterprises Ltd | Maize | ADV 762 (ADV 7022) | | | 200 | 31500 |
| | Advanta Enterprises Ltd | Maize | ADV 768 | | | 1000 | 34100 |
| | Agro Distributors | Maize | 3591 | | | 3000 | 18500 |
| | Arunodaya Seeds Pvt Ltd | Maize | APSA-91 | | | 2200 | 14400 |
| | Asha Agrisciences Pvt Ltd (Former Yaganti Seeds Pvt Ltd) | Maize | Byrava Super | | | 1500 | 21000 |
| | Asha Agrisciences Pvt Ltd (Former Yaganti Seeds Pvt Ltd) | Maize | Laxmi Sona (YMH-3333) | | | 500 | 29200 |
| | Asha Agrisciences Pvt Ltd (Former Yaganti Seeds Pvt Ltd) | Maize | Laxmi-4959 | | | 2000 | 16000 |
| | Asha Agrisciences Pvt Ltd (Former Yaganti Seeds Pvt Ltd) | Maize | Laxmi sikka(3960) | | | 500 | 31200 |
| | Asha Agrisciences Pvt Ltd (Former Yaganti Seeds Pvt Ltd) | Maize | Laxmi Sapna | | | 500 | 28500 |
| | Asha Agrisciences Pvt Ltd (Former Yaganti Seeds Pvt Ltd) | Maize | Laxmi-3636 | | | 1000 | 25000 |

### **2. English Translation**

| Sl. No. | Supplier Name | Crops | Variety/ Hybrid | Kharif 2025 Certified - Accepted Qty | Kharif 2025 Certified - Accepted Rate | Kharif 2025 Truthfully Labelled - Accepted Qty | Kharif 2025 Truthfully Labelled - Accepted Rate |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | HIL India LTd | Groundnut | TMV-2 (TL) pod | | | 5000 | 8500 |
| | Karnataka Oil Seeds Growers Federation | Groundnut | TMV-2 (TL) pod | | | 800 | 8500 |
| | Karnataka State Seeds corporation | Groundnut | TMV-2 (TL) pod | | | 6000 | 8500 |
| | Regional Oilseeds growers Coop Society, Chitradurga | Groundnut | TMV-2 (TL) pod | | | 2500 | 8500 |
| | Regional Oilseeds growers Coop Society, Hubli | Groundnut | TMV-2 (TL) pod | | | 500 | 8500 |
| | Sangam Agrotech Enterprises | Groundnut | TMV-2 (TL) pod | | | 5100 | 8500 |
| | Shiva Hybrid Seeds | Groundnut | TMV-2 (TL) pod | | | 9100 | 8500 |
| | Sri Amareshwara Seeds | Groundnut | TMV-2 (TL) pod | | | 10800 | 8500 |
| | Sri Revanasiddeshwara Seeds | Groundnut | TMV-2 (TL) pod | | | 4152 | 8500 |
| | Sri Revanasiddeshwara Krishi Kendra | Groundnut | TMV-2 (TL) pod | | | 10000 | 8500 |
| | Sri Sai Agro Seeds | Groundnut | TMV-2 (TL) pod | | | 6500 | 8500 |
| | Sri Srinidhi Enterprises | Groundnut | TMV-2 (TL) pod | | | 1500 | 8500 |
| | | **Crop Total** | | **32925** | | **78252** | |
| 6 | Advanta Enterprises Ltd | Hy. Paddy | PAC-837 | | | 500 | 30000 |
| | Varada Agencies | Hy. Paddy | MRP-5408 (MEPH-114) | | | 100 | 26200 |
| | | **Crop Total** | | **0** | | **600** | |
| 7 | Shanti Trading Company | Jowar | CSH-14 | | | 500 | 13750 |
| | Varada Seeds Farm | Jowar | CSH-14 | 100 | 14300 | 100 | 13750 |
| | Shanti Trading Company | Jowar | CSH-16 | 30 | 14300 | | |
| | Varada Seeds Farm | Jowar | CSH-16 | 50 | 14300 | 100 | 13750 |
| | Sri Sai Agro Service | Jowar | JKSH-22 | | | 250 | 19800 |
| | Nu genes Pvt Ltd | Jowar | NSH-18 | | | 250 | 19800 |
| | Advanta Enterprises Ltd | Jowar | PAC-501 | | | 100 | 21000 |
| | | **Crop Total** | | **180** | | **1300** | |
